time,   leftEncoder,   rightEncoder,   leftMode,   rightMode
41395,  -17551,         0,      2,      0
41400,  -17551,         0,      2,      0
41405,  -17551,         0,      2,      0
41410,  -17551,         0,      2,      0
41415,  -17551,         0,      2,      0
41420,  -17551,         0,      2,      0
41425,  -17551,         0,      2,      0
41430,  -17551,         0,      2,      0
41435,  -17551,         0,      2,      0
41440,  -17551,         0,      2,      0
41445,  -17551,         0,      2,      0
41450,  -17551,         0,      2,      0
41455,  -17551,         0,      2,      0
41460,  -17551,         0,      2,      0
41465,  -17551,         0,      2,      0
41470,  -17551,         0,      2,      0
41475,  -17551,         0,      2,      0
41480,  -17551,         0,      2,      0
41485,  -17551,         0,      2,      0
41490,  -17551,         0,      2,      0
41495,  -17551,         0,      2,      0
41500,  -17551,         0,      2,      0
41505,  -17551,         0,      2,      0
41510,  -17551,         0,      2,      0
41515,  -17551,         0,      2,      0
41520,  -17551,         0,      2,      0
41525,  -17551,         0,      2,      0
41530,  -17551,         0,      2,      0
41535,  -17551,         0,      2,      0
41540,  -17551,         0,      2,      0
41545,  -17551,         0,      2,      0
41550,  -17551,         0,      2,      0
41555,  -17551,         0,      2,      0
41560,  -17551,         0,      2,      0
41565,  -17551,         0,      2,      0
41570,  -17551,         0,      2,      0
41575,  -17551,         0,      2,      0
41580,  -17551,         0,      2,      0
41585,  -17551,         0,      2,      0
41590,  -17551,         0,      2,      0
41595,  -17551,         0,      2,      0
41600,  -17551,         0,      2,      0
41605,  -17552,         0,      2,      0
41610,  -17552,         0,      2,      0
41615,  -17552,         0,      2,      0
41620,  -17552,         0,      2,      0
41625,  -17552,         0,      2,      0
41630,  -17552,         0,      2,      0
41635,  -17552,         0,      2,      0
41640,  -17552,         0,      2,      0
41645,  -17552,         0,      2,      0
41650,  -17552,         0,      2,      0
41655,  -17552,         0,      2,      0
41660,  -17552,         0,      2,      0
41665,  -17552,         0,      2,      0
41670,  -17552,         0,      2,      0
41675,  -17553,         0,      2,      0
41680,  -17553,         0,      2,      0
41685,  -17554,         0,      2,      0
41690,  -17555,         0,      2,      0
41695,  -17557,         0,      2,      0
41700,  -17558,         0,      2,      0
41705,  -17559,         0,      2,      0
41710,  -17561,         0,      2,      0
41715,  -17563,         0,      2,      0
41720,  -17565,         0,      2,      0
41725,  -17567,         0,      2,      0
41730,  -17569,         0,      2,      0
41735,  -17572,         0,      2,      0
41740,  -17574,         0,      2,      0
41745,  -17577,         0,      2,      0
41750,  -17580,         0,      2,      0
41755,  -17583,         0,      2,      0
41760,  -17586,         0,      2,      0
41765,  -17589,         0,      2,      0
41770,  -17592,         0,      2,      0
41775,  -17596,         0,      2,      0
41780,  -17599,         0,      2,      0
41785,  -17603,         0,      2,      0
41790,  -17607,         0,      2,      0
41795,  -17611,         0,      2,      0
41800,  -17615,         0,      2,      0
41805,  -17619,         0,      2,      0
41810,  -17624,         0,      2,      0
41815,  -17628,         0,      2,      0
41820,  -17633,         0,      2,      0
41825,  -17638,         0,      2,      0
41830,  -17643,         0,      2,      0
41835,  -17647,         0,      2,      0
41840,  -17652,         0,      2,      0
41845,  -17658,         0,      2,      0
41850,  -17663,         0,      2,      0
41855,  -17668,         0,      2,      0
41860,  -17674,         0,      2,      0
41865,  -17679,         0,      2,      0
41870,  -17685,         0,      2,      0
41875,  -17691,         0,      2,      0
41880,  -17697,         0,      2,      0
41885,  -17703,         0,      2,      0
41890,  -17709,         0,      2,      0
41895,  -17715,         0,      2,      0
41900,  -17721,         0,      2,      0
41905,  -17728,         0,      2,      0
41910,  -17734,         0,      2,      0
41915,  -17741,         0,      2,      0
41920,  -17748,         0,      2,      0
41925,  -17754,         0,      2,      0
41930,  -17761,         0,      2,      0
41935,  -17768,         0,      2,      0
41940,  -17775,         0,      2,      0
41945,  -17782,         0,      2,      0
41950,  -17789,         0,      2,      0
41955,  -17797,         0,      2,      0
41960,  -17804,         0,      2,      0
41965,  -17811,         0,      2,      0
41970,  -17819,         0,      2,      0
41975,  -17826,         0,      2,      0
41980,  -17834,         0,      2,      0
41985,  -17842,         0,      2,      0
41990,  -17850,         0,      2,      0
41995,  -17858,         0,      2,      0
42000,  -17866,         0,      2,      0
42005,  -17874,         0,      2,      0
42010,  -17882,         0,      2,      0
42015,  -17890,         0,      2,      0
42020,  -17898,         0,      2,      0
42025,  -17907,         0,      2,      0
42030,  -17915,         0,      2,      0
42035,  -17924,         0,      2,      0
42040,  -17932,         0,      2,      0
42045,  -17941,         0,      2,      0
42050,  -17950,         0,      2,      0
42055,  -17959,         0,      2,      0
42060,  -17968,         0,      2,      0
42065,  -17977,         0,      2,      0
42070,  -17986,         0,      2,      0
42075,  -17995,         0,      2,      0
42080,  -18004,         0,      2,      0
42085,  -18014,         0,      2,      0
42090,  -18023,         0,      2,      0
42095,  -18032,         0,      2,      0
42100,  -18042,         0,      2,      0
42105,  -18052,         0,      2,      0
42110,  -18061,         0,      2,      0
42115,  -18071,         0,      2,      0
42120,  -18081,         0,      2,      0
42125,  -18091,         0,      2,      0
42130,  -18101,         0,      2,      0
42135,  -18111,         0,      2,      0
42140,  -18121,         0,      2,      0
42145,  -18131,         0,      2,      0
42150,  -18141,         0,      2,      0
42155,  -18151,         0,      2,      0
42160,  -18161,         0,      2,      0
42165,  -18171,         0,      2,      0
42170,  -18181,         0,      2,      0
42175,  -18191,         0,      2,      0
42180,  -18201,         0,      2,      0
42185,  -18211,         0,      2,      0
42190,  -18222,         0,      2,      0
42195,  -18232,         0,      2,      0
42200,  -18243,         0,      2,      0
42205,  -18253,         0,      2,      0
42210,  -18264,         0,      2,      0
42215,  -18274,         0,      2,      0
42220,  -18285,         0,      2,      0
42225,  -18295,         0,      2,      0
42230,  -18306,         0,      2,      0
42235,  -18317,         0,      2,      0
42240,  -18328,         0,      2,      0
42245,  -18338,         0,      2,      0
42250,  -18349,         0,      2,      0
42255,  -18360,         0,      2,      0
42260,  -18371,         0,      2,      0
42265,  -18382,         0,      2,      0
42270,  -18393,         0,      2,      0
42275,  -18403,         0,      2,      0
42280,  -18414,         0,      2,      0
42285,  -18425,         0,      2,      0
42290,  -18436,         0,      2,      0
42295,  -18447,         0,      2,      0
42300,  -18458,         0,      2,      0
42305,  -18469,         0,      2,      0
42310,  -18480,         0,      2,      0
42315,  -18491,         0,      2,      0
42320,  -18502,         0,      2,      0
42325,  -18513,         0,      2,      0
42330,  -18525,         0,      2,      0
42335,  -18536,         0,      2,      0
42340,  -18547,         0,      2,      0
42345,  -18558,         0,      2,      0
42350,  -18569,         0,      2,      0
42355,  -18580,         0,      2,      0
42360,  -18591,         0,      2,      0
42365,  -18603,         0,      2,      0
