time,   voltage,    leftMode,    rightMode
7525,   3896,   0,      0
7530,   3778,   0,      0
7535,   3746,   0,      0
7540,   3778,   0,      0
7545,   3756,   0,      0
7550,   3703,   0,      0
7555,   3746,   0,      0
7560,   3756,   0,      0
7565,   3713,   0,      0
7570,   3821,   0,      0
7575,   3756,   0,      0
7580,   3832,   0,      0
7585,   3799,   0,      0
7590,   3746,   0,      0
7595,   3843,   0,      0
7600,   3756,   0,      0
7605,   3746,   0,      0
7610,   3799,   0,      0
7615,   3713,   0,      0
7620,   3778,   0,      0
7625,   3713,   0,      0
7630,   3746,   0,      0
7635,   3756,   0,      0
7640,   3724,   0,      0
7645,   3746,   0,      0
7650,   3756,   0,      0
7655,   3756,   0,      0
7660,   3724,   0,      0
7665,   3746,   0,      0
7670,   3746,   0,      0
7675,   3821,   0,      0
7680,   3713,   0,      0
7685,   3746,   0,      0
7690,   3746,   0,      0
7695,   3735,   0,      0
7700,   3724,   0,      0
7705,   3724,   0,      0
7710,   3746,   0,      0
7715,   3713,   0,      0
7720,   3756,   0,      0
7725,   3821,   0,      0
7730,   3821,   0,      0
