time, targetSpeed, leftSpeed, leftCommand, rightSpeed, rightCommand
957.649, 300, 0.00, 6, 0.00, 6
957.659, 300, 0.00, 12, 0.00, 12
957.670, 300, 0.00, 18, 0.00, 18
957.681, 300, 0.00, 24, 0.00, 24
957.692, 300, 0.00, 30, 0.00, 30
957.703, 300, 0.00, 36, 0.00, 36
957.714, 300, 0.00, 42, 0.00, 42
957.725, 300, 0.00, 48, 0.00, 48
957.736, 300, 16.67, 54, 0.00, 54
957.747, 300, 16.67, 60, 0.00, 60
957.758, 300, 33.33, 66, 0.00, 66
957.769, 300, 33.34, 72, 33.34, 72
957.780, 300, 66.66, 77, 33.33, 78
957.791, 300, 83.34, 82, 50.01, 83
957.802, 300, 100.00, 86, 83.33, 88
957.813, 300, 116.66, 90, 99.99, 92
957.824, 300, 166.65, 93, 149.99, 95
957.835, 300, 183.32, 96, 183.32, 98
957.846, 300, 216.71, 98, 200.04, 100
957.857, 300, 233.31, 100, 233.31, 102
957.868, 300, 250.03, 101, 250.03, 103
957.879, 300, 266.64, 102, 266.64, 104
957.890, 300, 283.36, 103, 300.03, 104
957.901, 300, 299.97, 103, 299.97, 104
957.912, 300, 300.03, 103, 316.70, 104
957.923, 300, 333.33, 103, 333.33, 104
957.934, 300, 349.97, 102, 333.30, 104
957.945, 300, 333.30, 102, 349.97, 103
957.956, 300, 366.74, 101, 366.74, 102
957.967, 300, 349.97, 100, 349.97, 101
957.978, 300, 366.70, 99, 383.37, 100
957.989, 300, 366.63, 98, 366.63, 99
958.000, 300, 366.70, 97, 383.37, 98
958.011, 300, 383.30, 96, 366.63, 97
958.022, 300, 366.67, 95, 400.00, 95
958.033, 300, 383.37, 94, 366.70, 94
958.044, 300, 383.33, 93, 383.33, 93
958.055, 300, 366.67, 92, 383.33, 92
958.066, 300, 383.33, 91, 383.33, 91
958.077, 300, 366.70, 90, 383.37, 90
958.088, 300, 383.22, 89, 383.22, 89
958.099, 300, 366.78, 88, 383.45, 88
958.110, 300, 366.63, 87, 366.63, 87
958.121, 300, 366.70, 86, 383.37, 86
958.132, 300, 366.67, 85, 366.67, 85
958.143, 300, 366.63, 84, 383.30, 84
958.154, 300, 349.97, 83, 366.63, 83
958.165, 300, 366.63, 82, 366.63, 82
958.176, 300, 350.07, 81, 366.74, 81
958.187, 300, 349.97, 80, 349.97, 80
958.198, 300, 350.04, 79, 366.70, 79
958.209, 300, 349.97, 78, 349.97, 78
958.220, 300, 333.37, 78, 350.04, 77
958.231, 300, 333.30, 78, 349.97, 76
958.242, 300, 333.37, 78, 350.04, 75
958.253, 300, 333.33, 78, 333.33, 75
958.264, 300, 316.67, 78, 333.33, 75
958.275, 300, 316.67, 78, 333.33, 75
958.286, 300, 316.70, 78, 333.37, 75
958.297, 300, 316.64, 78, 333.30, 75
958.308, 300, 316.70, 78, 316.70, 75
958.319, 300, 316.67, 78, 316.67, 75
958.330, 300, 316.67, 78, 316.67, 75
958.341, 300, 300.00, 78, 316.67, 75
958.352, 300, 316.67, 78, 316.67, 75
958.363, 300, 316.67, 78, 316.67, 75
958.374, 300, 299.97, 78, 316.64, 75
958.385, 300, 316.67, 78, 300.00, 75
958.396, 300, 300.03, 78, 316.70, 75
958.407, 300, 316.67, 78, 316.67, 75
958.418, 300, 300.00, 78, 300.00, 75
958.429, 300, 300.00, 78, 316.67, 75
958.440, 300, 300.00, 78, 300.00, 75
958.451, 300, 300.00, 78, 316.67, 75
958.462, 300, 316.67, 78, 300.00, 75
958.473, 300, 300.00, 78, 316.67, 75
958.484, 300, 299.97, 78, 299.97, 75
958.495, 300, 300.00, 78, 316.67, 75
958.506, 300, 300.03, 78, 300.03, 75
958.517, 300, 300.00, 78, 300.00, 75
958.528, 300, 300.00, 78, 316.67, 75
958.539, 300, 300.00, 78, 300.00, 75
958.550, 300, 300.00, 78, 300.00, 75
958.561, 300, 300.00, 78, 316.67, 75
958.572, 300, 300.00, 78, 300.00, 75
958.583, 300, 300.00, 78, 300.00, 75
958.594, 300, 300.03, 78, 316.70, 75
958.605, 300, 283.33, 79, 300.00, 75
958.616, 300, 300.00, 79, 300.00, 75
958.627, 300, 300.03, 79, 316.70, 75
958.638, 300, 316.67, 79, 300.00, 75
958.649, 300, 300.00, 79, 300.00, 75
958.660, 300, 300.00, 79, 300.00, 75
958.671, 300, 300.00, 79, 316.67, 75
958.682, 300, 300.00, 79, 300.00, 75
958.693, 300, 300.00, 79, 300.00, 75
958.704, 300, 299.97, 79, 299.97, 75
958.715, 300, 300.00, 79, 300.00, 75
958.726, 300, 300.03, 79, 300.03, 75
958.737, 300, 300.00, 79, 300.00, 75
958.748, 300, 300.00, 79, 316.67, 75
958.759, 300, 300.00, 79, 300.00, 75
958.770, 300, 300.00, 79, 316.67, 75
958.781, 300, 300.00, 79, 300.00, 75
958.792, 300, 316.67, 79, 300.00, 75
958.803, 300, 300.00, 79, 300.00, 75
958.814, 300, 299.97, 79, 316.64, 75
958.825, 300, 300.00, 79, 300.00, 75
958.836, 300, 300.03, 79, 316.70, 75
958.847, 300, 283.33, 80, 300.00, 75
958.858, 300, 283.31, 81, 299.97, 75
958.869, 300, 266.69, 82, 300.03, 75
958.880, 300, 249.98, 83, 316.64, 75
958.891, 300, 216.69, 85, 300.03, 75
958.902, 300, 183.33, 88, 300.00, 75
958.913, 300, 166.65, 91, 316.64, 75
958.924, 300, 116.66, 95, 299.97, 75
958.935, 300, 83.33, 100, 316.64, 75
958.946, 300, 66.68, 105, 300.06, 75
958.957, 300, 66.66, 110, 299.97, 75
958.968, 300, 50.01, 115, 316.70, 75
958.979, 300, 66.66, 120, 299.97, 75
958.990, 300, 50.01, 125, 300.03, 75
959.001, 300, 66.66, 130, 299.97, 75
959.012, 300, 83.34, 135, 316.70, 75
959.023, 300, 83.33, 140, 300.00, 75
959.034, 300, 133.33, 144, 300.00, 75
959.045, 300, 133.33, 148, 300.00, 75
959.056, 300, 166.67, 151, 316.67, 75
959.067, 300, 183.35, 154, 300.03, 75
959.078, 300, 199.96, 156, 299.94, 75
959.089, 300, 216.67, 158, 316.67, 75
959.100, 300, 250.03, 159, 300.03, 75
959.111, 300, 250.03, 160, 300.03, 75
959.122, 300, 266.67, 161, 316.67, 75
959.133, 300, 266.64, 162, 299.97, 75
959.144, 300, 266.64, 163, 299.97, 75
959.155, 300, 266.64, 164, 299.97, 75
959.166, 300, 250.05, 165, 316.73, 75
959.177, 300, 249.98, 166, 299.97, 75
959.188, 300, 250.03, 167, 316.70, 75
959.199, 300, 249.98, 168, 299.97, 75
959.210, 300, 283.36, 169, 300.03, 75
959.221, 300, 333.30, 169, 316.64, 75
959.232, 300, 383.37, 168, 300.03, 75
