time, targetSpeed, leftSpeed, leftCommand, rightSpeed, rightCommand
39780, 200, 0.00, 2, 0.00, 2
39791, 200, 0.00, 3, 0.00, 3
39802, 200, 0.00, 4, 0.00, 4
39813, 200, 0.00, 5, 0.00, 5
39824, 200, 0.00, 6, 0.00, 6
39835, 200, 0.00, 7, 0.00, 7
39846, 200, 0.00, 8, 0.00, 8
39857, 200, 0.00, 9, 0.00, 9
39868, 200, 0.00, 10, 0.00, 10
39879, 200, 0.00, 11, 0.00, 11
39890, 200, 0.00, 12, 0.00, 12
39901, 200, 0.00, 13, 0.00, 13
39912, 200, 0.00, 14, 0.00, 14
39923, 200, 0.00, 15, 0.00, 15
39934, 200, 0.00, 16, 0.00, 16
39945, 200, 0.00, 17, 0.00, 17
39956, 200, 0.00, 18, 0.00, 18
39967, 200, 0.00, 19, 0.00, 19
39978, 200, 0.00, 20, 0.00, 20
39989, 200, 0.00, 21, 0.00, 21
40000, 200, 0.00, 22, 0.00, 22
40011, 200, 0.00, 23, 0.00, 23
40022, 200, 0.00, 24, 0.00, 24
40033, 200, 0.00, 25, 0.00, 25
40044, 200, 0.00, 26, 0.00, 26
40055, 200, 0.00, 27, 0.00, 27
40066, 200, 0.00, 28, 0.00, 28
40077, 200, 0.00, 29, 0.00, 29
40088, 200, 0.00, 30, 0.00, 30
40099, 200, 0.00, 31, 0.00, 31
40110, 200, 0.00, 32, 0.00, 32
40121, 200, 0.00, 33, 0.00, 33
40132, 200, 0.00, 34, 0.00, 34
40143, 200, 0.00, 35, 0.00, 35
40154, 200, 3.33, 35, 1.67, 36
40165, 200, 3.33, 38, 1.67, 37
40176, 200, 3.33, 39, 1.67, 38
40187, 200, 3.33, 40, 1.67, 39
40198, 200, 3.33, 41, 1.67, 40
40209, 200, 3.33, 42, 1.67, 41
40220, 200, 3.33, 43, 1.67, 42
40231, 200, 3.33, 44, 1.67, 43
40242, 200, 3.33, 45, 1.67, 44
40253, 200, 0.00, 46, 5.00, 44
40264, 200, 0.00, 47, 5.00, 45
40275, 200, 0.00, 48, 5.00, 46
40286, 200, 0.00, 49, 5.00, 47
40297, 200, 0.00, 50, 5.00, 48
40308, 200, 0.00, 51, 5.00, 49
40319, 200, 0.00, 52, 5.00, 50
40330, 200, 0.00, 53, 5.00, 51
40341, 200, 0.00, 54, 5.00, 52
40352, 200, 0.00, 55, 35.00, 51
40363, 200, 0.00, 56, 35.00, 52
40374, 200, 0.00, 57, 35.00, 53
40385, 200, 0.00, 58, 35.00, 54
40396, 200, 0.00, 59, 35.00, 55
40407, 200, 0.00, 60, 35.00, 56
40418, 200, 0.00, 61, 35.00, 57
40429, 200, 0.00, 62, 35.00, 58
40440, 200, 0.00, 63, 35.00, 59
40451, 200, 1.67, 64, 93.33, 58
40462, 200, 1.67, 65, 93.33, 59
40473, 200, 1.67, 66, 93.33, 60
40484, 200, 1.67, 67, 93.33, 61
40495, 200, 1.67, 68, 93.33, 62
40506, 200, 1.67, 69, 93.33, 63
40517, 200, 1.67, 70, 93.33, 64
40528, 200, 1.67, 71, 93.33, 65
40539, 200, 1.67, 72, 93.33, 66
40550, 200, 71.67, 71, 155.00, 65
40561, 200, 71.67, 72, 155.00, 65
40572, 200, 71.67, 73, 155.00, 65
40583, 200, 71.67, 74, 155.00, 65
40594, 200, 71.67, 75, 155.00, 65
40605, 200, 71.67, 76, 155.00, 65
40616, 200, 71.67, 77, 155.00, 65
40627, 200, 71.67, 78, 155.00, 65
40638, 200, 71.67, 79, 155.00, 65
40649, 200, 206.67, 78, 205.00, 64
40660, 200, 206.67, 77, 205.00, 63
40671, 200, 206.67, 76, 205.00, 62
40682, 200, 206.67, 75, 205.00, 61
40693, 200, 206.67, 74, 205.00, 60
40704, 200, 206.67, 73, 205.00, 59
40715, 200, 206.67, 72, 205.00, 58
40726, 200, 206.67, 71, 205.00, 57
40737, 200, 206.67, 70, 205.00, 56
40748, 200, 275.00, 69, 218.33, 55
40759, 200, 275.00, 68, 218.33, 54
40770, 200, 275.00, 67, 218.33, 53
40781, 200, 275.00, 66, 218.33, 52
40792, 200, 275.00, 65, 218.33, 51
40803, 200, 275.00, 64, 218.33, 50
40814, 200, 275.00, 63, 218.33, 49
40825, 200, 275.00, 62, 218.33, 48
40836, 200, 275.00, 61, 218.33, 47
40847, 200, 273.33, 61, 193.33, 48
40858, 200, 273.33, 60, 193.33, 48
40869, 200, 273.33, 59, 193.33, 48
40880, 200, 273.33, 58, 193.33, 48
40891, 200, 273.33, 57, 193.33, 48
40902, 200, 273.33, 56, 193.33, 48
40913, 200, 273.33, 55, 193.33, 48
40924, 200, 273.33, 54, 193.33, 48
40935, 200, 273.33, 53, 193.33, 48
40946, 200, 240.00, 54, 151.67, 49
40957, 200, 240.00, 53, 151.67, 49
40968, 200, 240.00, 52, 151.67, 49
40979, 200, 240.00, 51, 151.67, 49
40990, 200, 240.00, 50, 151.67, 49
41001, 200, 240.00, 49, 151.67, 49
41012, 200, 240.00, 48, 151.67, 49
41023, 200, 240.00, 47, 151.67, 49
41034, 200, 240.00, 46, 151.67, 49
41045, 200, 240.00, 45, 151.67, 49
41056, 200, 195.00, 46, 131.67, 50
41067, 200, 195.00, 46, 131.67, 51
41078, 200, 195.00, 46, 131.67, 52
41089, 200, 195.00, 46, 131.67, 53
41100, 200, 195.00, 46, 131.67, 54
41111, 200, 195.00, 46, 131.67, 55
41122, 200, 195.00, 46, 131.67, 56
41133, 200, 195.00, 46, 131.67, 57
41144, 200, 195.00, 46, 131.67, 58
41155, 200, 138.33, 47, 133.33, 57
41166, 200, 138.33, 48, 133.33, 58
41177, 200, 138.33, 49, 133.33, 59
41188, 200, 138.33, 50, 133.33, 60
41199, 200, 138.33, 51, 133.33, 61
41210, 200, 138.33, 52, 133.33, 62
41221, 200, 138.33, 53, 133.33, 63
41232, 200, 138.33, 54, 133.33, 64
41243, 200, 138.33, 55, 133.33, 65
41254, 200, 111.67, 56, 170.00, 64
41265, 200, 111.67, 57, 170.00, 64
41276, 200, 111.67, 58, 170.00, 64
41287, 200, 111.67, 59, 170.00, 64
41298, 200, 111.67, 60, 170.00, 64
41309, 200, 111.67, 61, 170.00, 64
41320, 200, 111.67, 62, 170.00, 64
41331, 200, 111.67, 63, 170.00, 64
41342, 200, 111.67, 64, 170.00, 64
41353, 200, 146.67, 63, 210.00, 63
41364, 200, 146.67, 64, 210.00, 62
41375, 200, 146.67, 65, 210.00, 61
41386, 200, 146.67, 66, 210.00, 60
41397, 200, 146.67, 67, 210.00, 59
41408, 200, 146.67, 68, 210.00, 58
41419, 200, 146.67, 69, 210.00, 57
41430, 200, 146.67, 70, 210.00, 56
41441, 200, 146.67, 71, 210.00, 55
41452, 200, 198.33, 70, 221.67, 54
41463, 200, 198.33, 70, 221.67, 53
41474, 200, 198.33, 70, 221.67, 52
41485, 200, 198.33, 70, 221.67, 51
41496, 200, 198.33, 70, 221.67, 50
41507, 200, 198.33, 70, 221.67, 49
41518, 200, 198.33, 70, 221.67, 48
41529, 200, 198.33, 70, 221.67, 47
41540, 200, 198.33, 70, 221.67, 46
41551, 200, 245.00, 69, 196.67, 47
41562, 200, 245.00, 68, 196.67, 47
41573, 200, 245.00, 67, 196.67, 47
41584, 200, 245.00, 66, 196.67, 47
41595, 200, 245.00, 65, 196.67, 47
41606, 200, 245.00, 64, 196.67, 47
41617, 200, 245.00, 63, 196.67, 47
41628, 200, 245.00, 62, 196.67, 47
41639, 200, 245.00, 61, 196.67, 47
41650, 200, 256.67, 60, 141.67, 48
41661, 200, 256.67, 59, 141.67, 49
41672, 200, 256.67, 58, 141.67, 50
41683, 200, 256.67, 57, 141.67, 51
41694, 200, 256.67, 56, 141.67, 52
41705, 200, 256.67, 55, 141.67, 53
41716, 200, 256.67, 54, 141.67, 54
41727, 200, 256.67, 53, 141.67, 55
41738, 200, 256.67, 52, 141.67, 56
41749, 200, 233.33, 53, 110.00, 57
41760, 200, 233.33, 52, 110.00, 58
41771, 200, 233.33, 51, 110.00, 59
41782, 200, 233.33, 50, 110.00, 60
41793, 200, 233.33, 49, 110.00, 61
41804, 200, 233.33, 48, 110.00, 62
41815, 200, 233.33, 47, 110.00, 63
41826, 200, 233.33, 46, 110.00, 64
41837, 200, 233.33, 45, 110.00, 65
41848, 200, 188.33, 46, 143.33, 64
41859, 200, 188.33, 46, 143.33, 65
41870, 200, 188.33, 46, 143.33, 66
41881, 200, 188.33, 46, 143.33, 67
41892, 200, 188.33, 46, 143.33, 68
41903, 200, 188.33, 46, 143.33, 69
41914, 200, 188.33, 46, 143.33, 70
