time, targetSpeed, leftSpeed, leftCommand, rightSpeed, rightCommand
708.416, 300, 0.00, 255, 0.00, 255
708.426, 300, 66.65, 253, 66.65, 253
708.437, 300, 250.08, 237, 233.40, 239
708.448, 300, 350.00, 226, 350.00, 227
708.459, 300, 416.67, 217, 400.00, 220
708.470, 300, 466.67, 209, 450.00, 212
708.481, 300, 483.33, 203, 483.33, 205
708.492, 300, 500.00, 197, 500.00, 199
708.503, 300, 516.67, 191, 516.67, 193
708.514, 300, 533.23, 184, 533.23, 186
708.525, 300, 533.33, 179, 533.33, 181
708.536, 300, 516.72, 176, 550.06, 174
708.547, 300, 533.33, 169, 533.33, 170
708.558, 300, 533.33, 164, 550.00, 163
708.569, 300, 533.33, 159, 550.00, 158
708.580, 300, 533.33, 154, 533.33, 154
708.591, 300, 516.67, 151, 550.00, 147
708.602, 300, 533.33, 144, 533.33, 143
708.613, 300, 516.67, 141, 533.33, 138
708.624, 300, 499.90, 138, 533.23, 133
708.635, 300, 516.67, 132, 516.67, 130
708.646, 300, 500.05, 129, 516.72, 125
708.657, 300, 500.00, 125, 516.67, 120
708.668, 300, 483.33, 122, 500.00, 117
708.679, 300, 500.00, 116, 500.00, 113
708.690, 300, 466.67, 115, 483.33, 110
708.701, 300, 483.33, 109, 483.33, 106
708.712, 300, 466.67, 107, 483.33, 102
708.723, 300, 466.67, 103, 466.67, 100
708.734, 300, 449.91, 101, 466.57, 96
708.745, 300, 433.33, 99, 433.33, 96
708.756, 300, 450.05, 94, 450.05, 91
708.767, 300, 433.33, 92, 433.33, 89
708.778, 300, 416.67, 91, 433.33, 86
708.789, 300, 433.33, 86, 416.67, 85
708.800, 300, 400.00, 87, 416.67, 82
708.811, 300, 416.67, 83, 400.00, 81
708.822, 300, 400.00, 82, 400.00, 79
708.833, 300, 383.33, 81, 383.33, 78
708.844, 300, 383.26, 79, 383.26, 76
708.855, 300, 366.67, 79, 366.67, 76
708.866, 300, 366.74, 77, 366.74, 74
708.877, 300, 366.63, 75, 366.63, 72
708.888, 300, 350.00, 75, 350.00, 72
708.899, 300, 366.70, 72, 333.37, 72
708.910, 300, 333.30, 74, 349.97, 69
708.921, 300, 333.33, 73, 333.33, 69
708.932, 300, 350.00, 70, 316.67, 70
708.943, 300, 316.67, 72, 316.67, 69
708.954, 300, 316.60, 71, 316.60, 68
708.965, 300, 316.67, 70, 300.00, 69
708.976, 300, 316.70, 69, 316.70, 67
708.987, 300, 300.00, 70, 300.00, 68
708.998, 300, 316.67, 68, 283.33, 69
709.009, 300, 300.00, 69, 300.00, 67
709.020, 300, 300.00, 69, 300.00, 67
709.031, 300, 283.36, 70, 283.36, 68
709.042, 300, 283.31, 70, 283.31, 68
709.053, 300, 300.03, 68, 266.69, 70
709.064, 300, 283.28, 69, 283.28, 68
709.075, 300, 283.33, 69, 283.33, 68
709.086, 300, 266.72, 71, 266.72, 70
709.097, 300, 283.31, 69, 283.31, 68
709.108, 300, 266.67, 71, 266.67, 70
709.119, 300, 283.33, 69, 266.67, 70
709.130, 300, 266.67, 71, 266.67, 70
709.141, 300, 283.33, 69, 283.33, 68
709.152, 300, 266.67, 71, 266.67, 70
709.163, 300, 266.67, 71, 266.67, 70
709.174, 300, 266.64, 71, 283.31, 68
709.185, 300, 283.31, 69, 266.64, 70
709.196, 300, 266.69, 71, 266.69, 70
709.207, 300, 266.67, 71, 266.67, 70
709.218, 300, 266.69, 71, 266.69, 70
709.229, 300, 266.67, 71, 266.67, 70
709.240, 300, 266.67, 71, 283.33, 68
709.251, 300, 266.64, 71, 266.64, 70
709.262, 300, 266.67, 71, 266.67, 70
709.273, 300, 266.69, 71, 266.69, 70
709.284, 300, 266.64, 71, 266.64, 70
709.295, 300, 266.67, 71, 266.67, 70
709.306, 300, 266.69, 71, 266.69, 70
709.317, 300, 266.67, 71, 266.67, 70
709.328, 300, 250.00, 73, 283.33, 68
709.339, 300, 266.64, 72, 266.64, 70
709.350, 300, 266.67, 72, 266.67, 70
709.361, 300, 266.69, 72, 266.69, 70
709.372, 300, 266.67, 72, 283.33, 68
709.383, 300, 266.64, 72, 266.64, 70
709.394, 300, 266.61, 72, 266.61, 70
709.405, 300, 266.69, 72, 266.69, 70
709.416, 300, 266.69, 72, 283.36, 68
709.427, 300, 266.64, 72, 266.64, 70
709.438, 300, 266.67, 72, 283.33, 68
709.449, 300, 266.67, 72, 266.67, 70
709.460, 300, 266.67, 72, 266.67, 70
709.471, 300, 266.69, 72, 266.69, 70
709.482, 300, 266.67, 72, 283.33, 68
709.493, 300, 283.31, 70, 266.64, 70
709.504, 300, 266.61, 72, 283.28, 68
709.515, 300, 266.67, 72, 266.67, 70
709.526, 300, 266.69, 72, 266.69, 70
709.537, 300, 266.69, 72, 283.36, 68
709.548, 300, 266.64, 72, 266.64, 70
709.559, 300, 266.67, 72, 283.33, 68
709.570, 300, 283.33, 70, 266.67, 70
709.581, 300, 266.67, 72, 266.67, 70
709.592, 300, 266.67, 72, 283.33, 68
709.603, 300, 266.67, 72, 266.67, 70
709.614, 300, 266.61, 72, 266.61, 70
709.625, 300, 283.36, 70, 266.69, 70
709.636, 300, 266.67, 72, 283.33, 68
709.647, 300, 266.67, 72, 266.67, 70
709.658, 300, 266.67, 72, 283.33, 68
709.669, 300, 283.33, 70, 266.67, 70
709.680, 300, 266.67, 72, 266.67, 70
709.691, 300, 266.67, 72, 283.33, 68
709.702, 300, 266.67, 72, 266.67, 70
709.713, 300, 266.67, 72, 283.33, 68
709.724, 300, 266.61, 72, 266.61, 70
709.735, 300, 266.67, 72, 283.33, 68
709.746, 300, 283.36, 70, 266.69, 70
709.757, 300, 266.67, 72, 283.33, 68
709.768, 300, 266.67, 72, 266.67, 70
709.779, 300, 266.67, 72, 266.67, 70
709.790, 300, 266.69, 72, 283.36, 68
709.801, 300, 283.31, 70, 283.31, 68
709.812, 300, 266.67, 72, 266.67, 70
709.823, 300, 266.67, 72, 266.67, 70
709.834, 300, 266.64, 72, 266.64, 70
709.845, 300, 283.33, 70, 266.67, 70
709.856, 300, 266.67, 72, 283.33, 68
709.867, 300, 266.67, 72, 266.67, 70
709.878, 300, 266.67, 72, 266.67, 70
709.889, 300, 266.69, 72, 283.36, 68
709.900, 300, 283.31, 70, 266.64, 70
709.911, 300, 266.67, 72, 283.33, 68
709.922, 300, 266.67, 72, 266.67, 70
709.933, 300, 266.67, 72, 266.67, 70
709.944, 300, 266.64, 72, 266.64, 70
709.955, 300, 266.67, 72, 283.33, 68
709.966, 300, 266.67, 72, 266.67, 70
709.977, 300, 266.67, 72, 266.67, 70
709.988, 300, 283.36, 70, 283.36, 68
709.999, 300, 266.64, 72, 266.64, 70
710.010, 300, 266.67, 72, 283.33, 68
710.021, 300, 266.67, 72, 266.67, 70
710.032, 300, 266.67, 72, 283.33, 68
710.043, 300, 283.33, 70, 266.67, 70
710.054, 300, 266.61, 72, 266.61, 70
710.065, 300, 266.67, 72, 266.67, 70
710.076, 300, 266.72, 72, 283.39, 68
710.087, 300, 283.31, 70, 266.64, 70
710.098, 300, 266.67, 72, 283.33, 68
710.109, 300, 266.67, 72, 266.67, 70
710.120, 300, 266.67, 72, 266.67, 70
710.131, 300, 283.36, 70, 283.36, 68
710.142, 300, 266.64, 72, 283.31, 68
710.153, 300, 266.67, 72, 266.67, 70
710.164, 300, 249.95, 74, 283.28, 68
710.175, 300, 216.67, 78, 266.67, 70
710.186, 300, 200.02, 81, 283.36, 68
710.197, 300, 200.00, 83, 266.67, 70
710.208, 300, 166.67, 88, 266.67, 70
710.219, 300, 150.00, 92, 283.33, 68
710.230, 300, 150.00, 95, 266.67, 70
710.241, 300, 116.67, 101, 283.33, 68
710.252, 300, 116.67, 104, 266.67, 70
710.263, 300, 116.67, 107, 266.67, 70
710.274, 300, 116.64, 110, 266.61, 70
710.285, 300, 100.00, 115, 266.67, 70
710.296, 300, 116.68, 117, 283.36, 68
710.307, 300, 116.67, 120, 266.67, 70
710.318, 300, 116.67, 123, 266.67, 70
710.329, 300, 133.33, 124, 283.33, 68
710.340, 300, 133.33, 127, 266.67, 70
710.351, 300, 150.00, 128, 283.33, 68
710.362, 300, 166.67, 129, 266.67, 70
710.373, 300, 166.67, 131, 266.67, 70
710.384, 300, 183.30, 131, 266.61, 70
710.395, 300, 216.69, 129, 266.69, 70
710.406, 300, 200.00, 132, 283.33, 68
710.417, 300, 216.67, 132, 266.67, 70
710.428, 300, 216.67, 133, 283.33, 68
710.439, 300, 216.67, 134, 266.67, 70
710.450, 300, 233.33, 133, 266.67, 70
710.461, 300, 233.33, 134, 283.33, 68
710.472, 300, 233.33, 135, 266.67, 70
710.483, 300, 250.00, 134, 266.67, 70
