time, batteryVoltage, motorCommand, leftSpeedRpm, rightSpeedRpm
83800, 7931, -194, -620.00, -640.00
84900, 7931, -193, -620.00, -638.33
86000, 7931, -192, -616.67, -636.67
87100, 7942, -191, -618.33, -635.00
88200, 7931, -190, -618.33, -636.67
89300, 7931, -189, -616.67, -636.67
90400, 7931, -188, -618.33, -631.67
91500, 7931, -187, -616.67, -633.33
92600, 7931, -186, -590.00, -635.00
93700, 7931, -185, -606.67, -630.00
94800, 7931, -184, -603.33, -628.33
95900, 7920, -183, -611.67, -626.67
97000, 7931, -182, -610.00, -626.67
98100, 7931, -181, -610.00, -626.67
99200, 7931, -180, -611.67, -628.33
100300, 7931, -179, -606.67, -626.67
101400, 7931, -178, -610.00, -625.00
102500, 7931, -177, -611.67, -626.67
103600, 7931, -176, -610.00, -623.33
104700, 7931, -175, -606.67, -620.00
105800, 7931, -174, -608.33, -620.00
106900, 7931, -173, -595.00, -616.67
108000, 7931, -172, -598.33, -618.33
109100, 7931, -171, -596.67, -618.33
110200, 7931, -170, -596.67, -620.00
111300, 7931, -169, -595.00, -615.00
112400, 7942, -168, -591.67, -615.00
113500, 7931, -167, -593.33, -600.00
114600, 7920, -166, -593.33, -615.00
115700, 7931, -165, -565.00, -615.00
116800, 7931, -164, -588.33, -611.67
117900, 7931, -163, -593.33, -610.00
119000, 7920, -162, -585.00, -610.00
120100, 7942, -161, -588.33, -610.00
121200, 7931, -160, -581.67, -606.67
122300, 7931, -159, -581.67, -606.67
123400, 7920, -158, -583.33, -606.67
124500, 7931, -157, -583.33, -601.67
125600, 7931, -156, -583.33, -600.00
126700, 7931, -155, -580.00, -600.00
127800, 7931, -154, -573.33, -600.00
128900, 7931, -153, -570.00, -598.33
130000, 7920, -152, -578.33, -600.00
131100, 7931, -151, -575.00, -595.00
132200, 7931, -150, -570.00, -590.00
133300, 7931, -149, -565.00, -591.67
134400, 7931, -148, -570.00, -591.67
135500, 7931, -147, -571.67, -588.33
136600, 7931, -146, -570.00, -591.67
137700, 7931, -145, -565.00, -586.67
138800, 7931, -144, -563.33, -586.67
139900, 7931, -143, -561.67, -580.00
141000, 7931, -142, -560.00, -581.67
142100, 7931, -141, -553.33, -580.00
143200, 7931, -140, -540.00, -576.67
144300, 7931, -139, -543.33, -576.67
145400, 7931, -138, -543.33, -573.33
146500, 7931, -137, -535.00, -573.33
147600, 7931, -136, -538.33, -575.00
148700, 7931, -135, -538.33, -573.33
149800, 7931, -134, -538.33, -570.00
150900, 7942, -133, -531.67, -570.00
152000, 7931, -132, -533.33, -565.00
153100, 7931, -131, -526.67, -565.00
154200, 7942, -130, -523.33, -563.33
155300, 7931, -129, -521.67, -560.00
156400, 7931, -128, -525.00, -558.33
157500, 7942, -127, -525.00, -550.00
158600, 7931, -126, -520.00, -546.67
159700, 7931, -125, -521.67, -551.67
160800, 7931, -124, -520.00, -546.67
161900, 7931, -123, -516.67, -543.33
163000, 7931, -122, -511.67, -541.67
164100, 7931, -121, -515.00, -540.00
165200, 7931, -120, -503.33, -540.00
166300, 7931, -119, -491.67, -538.33
167400, 7964, -118, -483.33, -535.00
168500, 7931, -117, -481.67, -531.67
169600, 7931, -116, -481.67, -531.67
170700, 7931, -115, -481.67, -526.67
171800, 7931, -114, -481.67, -525.00
172900, 7931, -113, -480.00, -523.33
174000, 7920, -112, -483.33, -518.33
175100, 7931, -111, -478.33, -516.67
176200, 7931, -110, -480.00, -511.67
177300, 7931, -109, -480.00, -508.33
178400, 7942, -108, -480.00, -505.00
179500, 7920, -107, -480.00, -500.00
180600, 7931, -106, -471.67, -496.67
181700, 7931, -105, -475.00, -496.67
182800, 7931, -104, -471.67, -495.00
183900, 7931, -103, -466.67, -491.67
185000, 7931, -102, -460.00, -488.33
186100, 7931, -101, -456.67, -483.33
187200, 7931, -100, -456.67, -476.67
188300, 7931, -99, -455.00, -475.00
189400, 7931, -98, -450.00, -475.00
190500, 7931, -97, -445.00, -470.00
191600, 7931, -96, -445.00, -468.33
192700, 7931, -95, -438.33, -465.00
193800, 7931, -94, -426.67, -458.33
194900, 7931, -93, -423.33, -453.33
196000, 7931, -92, -416.67, -451.67
197100, 7931, -91, -413.33, -446.67
198200, 7920, -90, -411.67, -441.67
199300, 7931, -89, -410.00, -435.00
200400, 7931, -88, -406.67, -425.00
201500, 7920, -87, -406.67, -423.33
202600, 7931, -86, -403.33, -418.33
203700, 7931, -85, -400.00, -410.00
204800, 7931, -84, -395.00, -403.33
205900, 7942, -83, -393.33, -400.00
207000, 7931, -82, -390.00, -396.67
208100, 7942, -81, -365.00, -395.00
209200, 7931, -80, -365.00, -386.67
210300, 7942, -79, -368.33, -376.67
211400, 7931, -78, -366.67, -375.00
212500, 7931, -77, -363.33, -375.00
213600, 7931, -76, -356.67, -363.33
214700, 7931, -75, -351.67, -361.67
215800, 7931, -74, -348.33, -350.00
216900, 7931, -73, -341.67, -343.33
218000, 7931, -72, -331.67, -331.67
219100, 7931, -71, -333.33, -333.33
220200, 7931, -70, -321.67, -333.33
221300, 7931, -69, -305.00, -313.33
222400, 7931, -68, -303.33, -310.00
223500, 7931, -67, -300.00, -300.00
224600, 7920, -66, -295.00, -298.33
225700, 7931, -65, -290.00, -283.33
226800, 7931, -64, -286.67, -271.67
227900, 7931, -63, -278.33, -268.33
229000, 7931, -62, -273.33, -265.00
230100, 7931, -61, -255.00, -256.67
231200, 7920, -60, -251.67, -246.67
232300, 7920, -59, -240.00, -238.33
233400, 7931, -58, -233.33, -231.67
234500, 7931, -57, -225.00, -221.67
235600, 7942, -56, -223.33, -210.00
236700, 7920, -55, -213.33, -203.33
237800, 7931, -54, -205.00, -193.33
238900, 7931, -53, -196.67, -183.33
240000, 7931, -52, -191.67, -173.33
241100, 7920, -51, -180.00, -166.67
242200, 7931, -50, -166.67, -148.33
243300, 7931, -49, -156.67, -136.67
244400, 7931, -48, -141.67, -125.00
245500, 7931, -47, -128.33, -110.00
246600, 7931, -46, -115.00, -96.67
247700, 7931, -45, -100.00, -85.00
248800, 7931, -44, -86.67, -70.00
249900, 7931, -43, -73.33, -58.33
251000, 7931, -42, -55.00, -43.33
252100, 7931, -41, -40.00, -30.00
253200, 7931, -40, -21.67, -10.00
254300, 7931, -39, 0.00, 0.00
255400, 7931, -38, 0.00, 0.00
256500, 7931, -37, 0.00, 0.00
257600, 7920, -36, 0.00, 0.00
258700, 7931, -35, 0.00, 0.00
259800, 7942, -34, 0.00, 0.00
260900, 7931, -33, 0.00, 0.00
262000, 7931, -32, 0.00, 0.00
263100, 7931, -31, 0.00, 0.00
264200, 7931, -30, 0.00, 0.00
265300, 7931, -29, 0.00, 0.00
266400, 7931, -28, 0.00, 0.00
267500, 7931, -27, 0.00, 0.00
268600, 7931, -26, 0.00, 0.00
269700, 7931, -25, 0.00, 0.00
270800, 7931, -24, 0.00, 0.00
271900, 7953, -23, 0.00, 0.00
273000, 7931, -22, 0.00, 0.00
274100, 7931, -21, 0.00, 0.00
275200, 7931, -20, 0.00, 0.00
276300, 7931, -19, 0.00, 0.00
277400, 7931, -18, 0.00, 0.00
278500, 7931, -17, 0.00, 0.00
279600, 7931, -16, 0.00, 0.00
280700, 7931, -15, 0.00, 0.00
281800, 7931, -14, 0.00, 0.00
282900, 7931, -13, 0.00, 0.00
284000, 7931, -12, 0.00, 0.00
285100, 7931, -11, 0.00, 0.00
286200, 7931, -10, 0.00, 0.00
287300, 7931, -9, 0.00, 0.00
288400, 7931, -8, 0.00, 0.00
289500, 7931, -7, 0.00, 0.00
290600, 7931, -6, 0.00, 0.00
291700, 7931, -5, 0.00, 0.00
292800, 7931, -4, 0.00, 0.00
293900, 7931, -3, 0.00, 0.00
295000, 7920, -2, 0.00, 0.00
296100, 7942, -1, 0.00, 0.00
297200, 7931, 0, 0.00, 0.00
298300, 7931, 1, 0.00, 0.00
299400, 7931, 2, 0.00, 0.00
300500, 7920, 3, 0.00, 0.00
301600, 7931, 4, 0.00, 0.00
302700, 7931, 5, 0.00, 0.00
303800, 7931, 6, 0.00, 0.00
304900, 7931, 7, 0.00, 0.00
306000, 7931, 8, 0.00, 0.00
307100, 7931, 9, 0.00, 0.00
308200, 7931, 10, 0.00, 0.00
309300, 7931, 11, 0.00, 0.00
310400, 7931, 12, 0.00, 0.00
311500, 7931, 13, 0.00, 0.00
312600, 7931, 14, 0.00, 0.00
313700, 7920, 15, 0.00, 0.00
314800, 7931, 16, 0.00, 0.00
315900, 7931, 17, 0.00, 0.00
317000, 7931, 18, 0.00, 0.00
318100, 7920, 19, 0.00, 0.00
319200, 7920, 20, 0.00, 0.00
320300, 7931, 21, 0.00, 0.00
321400, 7931, 22, 0.00, 0.00
322500, 7942, 23, 0.00, 0.00
323600, 7931, 24, 0.00, 0.00
324700, 7931, 25, 0.00, 0.00
325800, 7931, 26, 0.00, 0.00
326900, 7920, 27, 0.00, 0.00
328000, 7931, 28, 0.00, 0.00
329100, 7931, 29, 0.00, 0.00
330200, 7942, 30, 0.00, 0.00
331300, 7931, 31, 0.00, 0.00
332400, 7931, 32, 0.00, 0.00
333500, 7931, 33, 0.00, 0.00
334600, 7931, 34, 0.00, 0.00
335700, 7931, 35, 0.00, 0.00
336800, 7942, 36, 0.00, 0.00
337900, 7931, 37, 0.00, 0.00
339000, 7931, 38, 0.00, 0.00
340100, 7931, 39, 0.00, 0.00
341200, 7931, 40, 0.00, 0.00
342300, 7931, 41, 0.00, 0.00
343400, 7920, 42, 0.00, 0.00
344500, 7931, 43, 0.00, 0.00
345600, 7931, 44, 0.00, 0.00
346700, 7931, 45, 0.00, 55.00
347800, 7920, 46, 0.00, 63.33
348900, 7920, 47, 0.00, 70.00
350000, 7931, 48, 0.00, 88.33
351100, 7942, 49, 0.00, 103.33
352200, 7931, 50, 0.00, 121.67
353300, 7931, 51, 0.00, 133.33
354400, 7931, 52, 0.00, 146.67
355500, 7931, 53, 0.00, 160.00
356600, 7931, 54, 0.00, 175.00
357700, 7931, 55, 0.00, 186.67
358800, 7931, 56, 0.00, 196.67
359900, 7931, 57, 0.00, 211.67
361000, 7931, 58, 0.00, 215.00
362100, 7920, 59, 0.00, 223.33
363200, 7931, 60, 0.00, 235.00
364300, 7931, 61, 0.00, 245.00
365400, 7920, 62, 0.00, 250.00
366500, 7898, 63, 0.00, 258.33
367600, 7931, 64, 0.00, 266.67
368700, 7920, 65, 0.00, 276.67
369800, 7920, 66, 196.67, 290.00
370900, 7931, 67, 216.67, 298.33
372000, 7920, 68, 230.00, 303.33
373100, 7920, 69, 240.00, 311.67
374200, 7920, 70, 251.67, 321.67
375300, 7920, 71, 251.67, 333.33
376400, 7920, 72, 256.67, 333.33
377500, 7887, 73, 261.67, 333.33
378600, 7920, 74, 268.33, 333.33
379700, 7920, 75, 278.33, 356.67
380800, 7931, 76, 291.67, 366.67
381900, 7931, 77, 298.33, 371.67
383000, 7920, 78, 305.00, 375.00
384100, 7920, 79, 306.67, 378.33
385200, 7931, 80, 315.00, 390.00
386300, 7920, 81, 325.00, 400.00
387400, 7920, 82, 333.33, 403.33
388500, 7931, 83, 333.33, 411.67
389600, 7931, 84, 351.67, 418.33
390700, 7931, 85, 360.00, 425.00
391800, 7920, 86, 370.00, 430.00
392900, 7931, 87, 368.33, 435.00
394000, 7920, 88, 373.33, 440.00
395100, 7920, 89, 376.67, 446.67
396200, 7920, 90, 381.67, 451.67
397300, 7920, 91, 385.00, 455.00
398400, 7931, 92, 390.00, 460.00
399500, 7920, 93, 395.00, 463.33
400600, 7920, 94, 396.67, 468.33
401700, 7920, 95, 400.00, 475.00
402800, 7920, 96, 405.00, 478.33
403900, 7920, 97, 411.67, 481.67
405000, 7920, 98, 415.00, 481.67
406100, 7920, 99, 416.67, 485.00
407200, 7920, 100, 421.67, 490.00
408300, 7920, 101, 428.33, 493.33
409400, 7920, 102, 435.00, 495.00
410500, 7931, 103, 440.00, 500.00
411600, 7931, 104, 441.67, 500.00
412700, 7920, 105, 448.33, 500.00
413800, 7920, 106, 456.67, 506.67
414900, 7931, 107, 460.00, 510.00
416000, 7920, 108, 465.00, 513.33
417100, 7920, 109, 471.67, 516.67
418200, 7920, 110, 475.00, 520.00
419300, 7920, 111, 478.33, 520.00
420400, 7920, 112, 476.67, 525.00
421500, 7931, 113, 481.67, 530.00
422600, 7920, 114, 486.67, 531.67
423700, 7920, 115, 491.67, 531.67
424800, 7920, 116, 491.67, 536.67
425900, 7920, 117, 491.67, 538.33
427000, 7898, 118, 495.00, 543.33
428100, 7931, 119, 496.67, 545.00
429200, 7920, 120, 500.00, 541.67
430300, 7920, 121, 500.00, 546.67
431400, 7931, 122, 503.33, 546.67
432500, 7920, 123, 505.00, 546.67
433600, 7931, 124, 506.67, 553.33
434700, 7920, 125, 510.00, 555.00
435800, 7920, 126, 508.33, 560.00
436900, 7920, 127, 515.00, 561.67
438000, 7931, 128, 516.67, 563.33
439100, 7920, 129, 518.33, 566.67
440200, 7931, 130, 518.33, 570.00
441300, 7920, 131, 518.33, 571.67
442400, 7898, 132, 516.67, 571.67
443500, 7920, 133, 521.67, 573.33
444600, 7931, 134, 521.67, 575.00
445700, 7931, 135, 523.33, 575.00
446800, 7920, 136, 525.00, 575.00
447900, 7898, 137, 528.33, 576.67
449000, 7931, 138, 530.00, 580.00
450100, 7920, 139, 530.00, 581.67
451200, 7931, 140, 533.33, 583.33
452300, 7920, 141, 536.67, 585.00
453400, 7920, 142, 538.33, 588.33
454500, 7920, 143, 543.33, 590.00
455600, 7920, 144, 545.00, 593.33
456700, 7920, 145, 548.33, 593.33
457800, 7920, 146, 550.00, 593.33
458900, 7920, 147, 553.33, 595.00
460000, 7931, 148, 555.00, 596.67
461100, 7920, 149, 555.00, 596.67
462200, 7887, 150, 558.33, 600.00
463300, 7920, 151, 558.33, 601.67
464400, 7931, 152, 561.67, 601.67
465500, 7920, 153, 561.67, 605.00
466600, 7920, 154, 560.00, 606.67
467700, 7931, 155, 563.33, 608.33
468800, 7920, 156, 565.00, 610.00
469900, 7931, 157, 566.67, 610.00
471000, 7898, 158, 568.33, 610.00
472100, 7920, 159, 568.33, 611.67
473200, 7920, 160, 571.67, 615.00
474300, 7920, 161, 571.67, 615.00
475400, 7898, 162, 573.33, 613.33
476500, 7920, 163, 575.00, 616.67
477600, 7920, 164, 571.67, 618.33
478700, 7920, 165, 573.33, 618.33
479800, 7920, 166, 576.67, 618.33
480900, 7920, 167, 578.33, 620.00
482000, 7920, 168, 578.33, 621.67
483100, 7920, 169, 581.67, 625.00
484200, 7920, 170, 583.33, 626.67
485300, 7887, 171, 583.33, 626.67
486400, 7887, 172, 583.33, 630.00
487500, 7898, 173, 586.67, 631.67
488600, 7898, 174, 586.67, 631.67
489700, 7920, 175, 586.67, 633.33
490800, 7920, 176, 586.67, 635.00
491900, 7887, 177, 588.33, 636.67
493000, 7920, 178, 588.33, 635.00
494100, 7920, 179, 590.00, 635.00
495200, 7920, 180, 593.33, 635.00
496300, 7920, 181, 593.33, 640.00
497400, 7898, 182, 591.67, 640.00
498500, 7920, 183, 590.00, 640.00
499600, 7920, 184, 595.00, 645.00
500700, 7887, 185, 596.67, 643.33
501800, 7920, 186, 598.33, 643.33
502900, 7887, 187, 600.00, 645.00
504000, 7920, 188, 600.00, 645.00
505100, 7920, 189, 596.67, 646.67
506200, 7887, 190, 600.00, 646.67
507300, 7920, 191, 598.33, 648.33
508400, 7920, 192, 600.00, 648.33
509500, 7898, 193, 600.00, 651.67
510600, 7898, 194, 603.33, 650.00
511700, 7887, 195, 603.33, 653.33
512800, 7920, 196, 603.33, 653.33
513900, 7898, 197, 605.00, 656.67
515000, 7777, 198, 606.67, 656.67
516100, 7898, 199, 606.67, 658.33
517200, 7920, 200, 610.00, 658.33
518300, 7898, 201, 610.00, 658.33
519400, 7898, 202, 611.67, 658.33
520500, 7931, 203, 608.33, 658.33
521600, 7920, 204, 611.67, 660.00
522700, 7898, 205, 611.67, 660.00
523800, 7898, 206, 611.67, 658.33
524900, 7898, 207, 611.67, 661.67
526000, 7920, 208, 610.00, 666.67
527100, 7887, 209, 611.67, 666.67
528200, 7898, 210, 610.00, 666.67
529300, 7887, 211, 608.33, 666.67
530400, 7920, 212, 611.67, 666.67
531500, 7920, 213, 611.67, 666.67
532600, 7920, 214, 613.33, 666.67
533700, 7898, 215, 613.33, 666.67
534800, 7887, 216, 615.00, 666.67
535900, 7898, 217, 616.67, 666.67
537000, 7898, 218, 616.67, 666.67
538100, 7898, 219, 616.67, 666.67
539200, 7898, 220, 616.67, 666.67
540300, 7898, 221, 620.00, 666.67
541400, 7898, 222, 621.67, 666.67
542500, 7920, 223, 620.00, 666.67
543600, 7920, 224, 620.00, 666.67
544700, 7920, 225, 618.33, 666.67
545800, 7898, 226, 618.33, 675.00
546900, 7898, 227, 620.00, 676.67
548000, 7920, 228, 621.67, 678.33
549100, 7920, 229, 620.00, 678.33
550200, 7898, 230, 620.00, 681.67
551300, 7898, 231, 623.33, 681.67
552400, 7898, 232, 625.00, 680.00
553500, 7920, 233, 623.33, 680.00
554600, 7920, 234, 625.00, 680.00
555700, 7898, 235, 625.00, 678.33
556800, 7898, 236, 625.00, 678.33
557900, 7898, 237, 625.00, 676.67
559000, 7898, 238, 623.33, 676.67
560100, 7920, 239, 623.33, 675.00
561200, 7898, 240, 623.33, 675.00
562300, 7887, 241, 623.33, 676.67
563400, 7920, 242, 625.00, 676.67
564500, 7887, 243, 625.00, 675.00
565600, 7920, 244, 628.33, 676.67
566700, 7898, 245, 628.33, 678.33
567800, 7920, 246, 631.67, 680.00
568900, 7887, 247, 630.00, 683.33
570000, 7898, 248, 636.67, 688.33
571100, 7898, 249, 635.00, 690.00
572200, 7887, 250, 638.33, 693.33
573300, 7887, 251, 638.33, 696.67
574400, 7920, 252, 641.67, 701.67
575500, 7920, 253, 645.00, 705.00
576600, 7887, 254, 645.00, 706.67
577700, 7887, 255, 648.33, 708.33
