time, targetSpeed, leftSpeed, leftCommand, rightSpeed, rightCommand
999.608, 200, 41.70, 3, 23.73, 3
999.620, 200, 41.70, 6, 23.73, 6
999.631, 200, 41.70, 9, 23.73, 9
999.642, 200, 41.70, 12, 23.73, 12
999.653, 200, 41.70, 15, 23.73, 15
999.664, 200, 41.70, 18, 23.73, 18
999.675, 200, 41.70, 21, 23.73, 21
999.686, 200, 41.70, 24, 23.73, 24
999.697, 200, 41.70, 27, 23.73, 27
999.708, 200, 41.70, 30, 23.73, 30
999.719, 200, 41.70, 33, 23.73, 33
999.730, 200, 41.70, 36, 23.73, 36
999.741, 200, 41.70, 39, 23.73, 39
999.752, 200, 41.70, 42, 23.73, 42
999.763, 200, 41.70, 45, 23.73, 45
999.774, 200, 41.70, 48, 23.73, 48
999.785, 200, 41.70, 51, 23.73, 51
999.796, 200, 41.70, 54, 23.73, 54
999.807, 200, 41.70, 57, 23.73, 57
999.818, 200, 41.70, 60, 23.73, 60
999.829, 200, 41.70, 63, 0.04, 64
999.840, 200, 41.70, 66, 46.89, 67
999.851, 200, 41.70, 69, 66.47, 69
999.862, 200, 41.70, 72, 91.52, 71
999.873, 200, 41.70, 75, 107.11, 72
999.884, 200, 41.70, 78, 134.35, 73
999.895, 200, 41.70, 81, 148.02, 74
999.906, 200, 54.07, 84, 166.42, 74
999.917, 200, 83.06, 86, 185.19, 74
999.928, 200, 118.58, 87, 191.24, 74
999.939, 200, 146.52, 88, 201.29, 74
999.950, 200, 177.12, 88, 210.70, 73
999.961, 200, 198.18, 88, 224.32, 72
999.972, 200, 211.51, 87, 226.76, 71
999.983, 200, 224.32, 86, 244.74, 70
999.994, 200, 244.74, 85, 237.76, 69
1000.005, 200, 255.82, 83, 241.20, 68
1000.016, 200, 266.88, 81, 246.91, 67
1000.027, 200, 273.90, 79, 252.91, 66
1000.038, 200, 279.41, 77, 243.84, 65
1000.049, 200, 282.25, 75, 249.69, 64
1000.060, 200, 284.66, 73, 251.38, 63
1000.071, 200, 283.45, 71, 259.61, 61
1000.082, 200, 280.35, 69, 242.95, 60
1000.093, 200, 275.94, 67, 236.41, 59
1000.104, 200, 275.94, 65, 250.44, 58
1000.115, 200, 267.52, 63, 233.75, 57
1000.126, 200, 266.45, 61, 236.24, 56
1000.137, 200, 263.09, 59, 223.56, 55
1000.148, 200, 257.40, 57, 233.43, 54
1000.159, 200, 243.31, 56, 216.59, 53
1000.170, 200, 239.98, 55, 216.17, 52
1000.181, 200, 238.78, 54, 203.13, 52
1000.192, 200, 224.16, 53, 198.65, 52
1000.203, 200, 223.26, 52, 194.82, 52
1000.214, 200, 213.13, 51, 201.29, 52
1000.225, 200, 203.25, 51, 197.36, 52
1000.236, 200, 202.39, 51, 193.46, 52
1000.247, 200, 195.50, 51, 190.04, 52
1000.258, 200, 188.54, 51, 186.43, 52
1000.269, 200, 182.15, 51, 183.55, 52
1000.280, 200, 175.25, 51, 178.83, 52
1000.291, 200, 168.95, 51, 166.75, 52
1000.302, 200, 158.58, 51, 163.80, 52
1000.313, 200, 155.47, 51, 161.50, 52
1000.324, 200, 154.61, 51, 158.43, 52
1000.335, 200, 145.18, 52, 162.76, 52
1000.346, 200, 147.23, 53, 157.75, 52
1000.357, 200, 146.20, 54, 157.16, 52
1000.368, 200, 142.09, 55, 155.18, 52
1000.379, 200, 146.84, 56, 160.26, 52
1000.390, 200, 142.88, 57, 150.08, 53
1000.401, 200, 143.37, 58, 148.21, 54
1000.412, 200, 142.94, 59, 154.25, 55
1000.423, 200, 140.11, 60, 152.42, 56
1000.434, 200, 145.75, 61, 155.26, 56
