time,   voltage,    leftMode,    rightMode
21833,  4026,   4,      0
21834,  3982,   4,      0
21835,  3670,   4,      0
21836,  3584,   4,      0
21837,  3929,   4,      0
21838,  4090,   4,      0
21839,  3616,   4,      0
21840,  3573,   4,      0
21841,  3961,   4,      0
21842,  3982,   4,      0
21843,  3649,   4,      0
21844,  3530,   4,      0
21845,  3982,   4,      0
21846,  3896,   4,      0
21847,  3573,   4,      0
21848,  3541,   4,      0
21849,  3896,   4,      0
21850,  3961,   4,      0
21851,  3616,   4,      0
21852,  3573,   4,      0
21853,  3972,   4,      0
21854,  4004,   4,      0
21855,  4036,   4,      0
21856,  3552,   4,      0
21857,  3584,   4,      0
21858,  3961,   4,      0
21859,  3982,   4,      0
21860,  3584,   4,      0
21861,  3584,   4,      0
21862,  3907,   4,      0
21863,  4004,   4,      0
21864,  3670,   4,      0
21865,  3616,   4,      0
21866,  3993,   4,      0
21867,  3972,   4,      0
21868,  3649,   4,      0
21869,  3713,   4,      0
21870,  4036,   4,      0
21871,  4058,   4,      0
21872,  3649,   4,      0
21873,  3552,   4,      0
21874,  3961,   4,      0
21875,  4026,   4,      0
21876,  3649,   4,      0
21877,  3638,   4,      0
21878,  3972,   4,      0
21879,  4165,   4,      0
21880,  3649,   4,      0
21881,  3541,   4,      0
21882,  3929,   4,      0
21883,  3896,   4,      0
21884,  3649,   4,      0
21885,  3821,   4,      0
21886,  3972,   4,      0
21887,  3982,   4,      0
21888,  3616,   4,      0
21889,  3595,   4,      0
21890,  3649,   4,      0
21891,  3886,   4,      0
21892,  3982,   4,      0
21893,  3584,   4,      0
21894,  3713,   4,      0
21895,  3896,   4,      0
21896,  3972,   4,      0
21897,  3584,   4,      0
21898,  3563,   4,      0
21899,  3972,   4,      0
21900,  3961,   4,      0
21901,  3584,   4,      0
21902,  3832,   4,      0
21903,  3896,   4,      0
21904,  4026,   4,      0
21905,  3595,   4,      0
21906,  3563,   4,      0
21907,  3972,   4,      0
21908,  3993,   4,      0
21909,  3649,   4,      0
21910,  3821,   4,      0
21911,  4004,   4,      0
21912,  3982,   4,      0
21913,  3616,   4,      0
21914,  3595,   4,      0
21915,  3972,   4,      0
21916,  4144,   4,      0
21917,  3595,   4,      0
21918,  3541,   4,      0
21919,  4122,   4,      0
21920,  3993,   4,      0
21921,  3746,   4,      0
21922,  3552,   4,      0
21923,  3961,   4,      0
21924,  3982,   4,      0
21925,  3724,   4,      0
21926,  3563,   4,      0
21927,  4058,   4,      0
21928,  3896,   4,      0
21929,  3886,   4,      0
21930,  3563,   4,      0
21931,  3573,   4,      0
21932,  4079,   4,      0
21933,  3563,   4,      0
21934,  3552,   4,      0
21935,  3724,   4,      0
21936,  3961,   4,      0
21937,  4026,   4,      0
21938,  3810,   4,      0
21939,  3692,   4,      0
21940,  3907,   4,      0
21941,  3982,   4,      0
21942,  3584,   4,      0
21943,  3649,   4,      0
21944,  4004,   4,      0
21945,  3972,   4,      0
21946,  3595,   4,      0
21947,  3670,   4,      0
21948,  3961,   4,      0
21949,  3961,   4,      0
21950,  3649,   4,      0
21951,  3821,   4,      0
21952,  4155,   4,      0
21953,  3961,   4,      0
21954,  3584,   4,      0
21955,  3563,   4,      0
21956,  3929,   4,      0
21957,  3896,   4,      0
21958,  3638,   4,      0
21959,  3584,   4,      0
21960,  4079,   4,      0
21961,  3896,   4,      0
21962,  3756,   4,      0
21963,  3638,   4,      0
21964,  3993,   4,      0
21965,  3982,   4,      0
21966,  3584,   4,      0
21967,  3584,   4,      0
21968,  3929,   4,      0
21969,  4004,   4,      0
21970,  3821,   4,      0
21971,  3649,   4,      0
21972,  4112,   4,      0
21973,  3972,   4,      0
21974,  3778,   4,      0
21975,  3595,   4,      0
21976,  3961,   4,      0
21977,  4026,   4,      0
21978,  3616,   4,      0
21979,  3541,   4,      0
21980,  3907,   4,      0
21981,  3961,   4,      0
21982,  3692,   4,      0
21983,  3670,   4,      0
21984,  4144,   4,      0
21985,  4058,   4,      0
21986,  3670,   4,      0
21987,  3724,   4,      0
21988,  3896,   4,      0
21989,  3929,   4,      0
21990,  3595,   4,      0
21991,  3541,   4,      0
21992,  3573,   4,      0
21993,  3907,   4,      0
21994,  3595,   4,      0
21995,  3627,   4,      0
21996,  3649,   4,      0
21997,  3896,   4,      0
21998,  4144,   4,      0
21999,  3649,   4,      0
22000,  3724,   4,      0
22001,  3907,   4,      0
22002,  4036,   4,      0
22003,  3832,   4,      0
22004,  3563,   4,      0
22005,  3896,   4,      0
22006,  4004,   4,      0
22007,  3670,   4,      0
22008,  3595,   4,      0
22009,  3982,   4,      0
22010,  4079,   4,      0
22011,  3692,   4,      0
22012,  3584,   4,      0
22013,  3993,   4,      0
22014,  3982,   4,      0
22015,  3821,   4,      0
22016,  3563,   4,      0
22017,  3972,   4,      0
22018,  3982,   4,      0
22019,  3724,   4,      0
22020,  3563,   4,      0
22021,  4036,   4,      0
22022,  4036,   4,      0
22023,  3638,   4,      0
22024,  3681,   4,      0
22025,  3907,   4,      0
22026,  3982,   4,      0
22027,  3616,   4,      0
22028,  3573,   4,      0
22029,  3929,   4,      0
22030,  3972,   4,      0
22031,  3573,   4,      0
22032,  3595,   4,      0
22033,  3972,   4,      0
22034,  4058,   4,      0
22035,  3638,   4,      0
22036,  3670,   4,      0
22037,  3907,   4,      0
22038,  4004,   4,      0
22039,  3660,   4,      0
22040,  3584,   4,      0
22041,  3961,   4,      0
22042,  3907,   4,      0
22043,  3724,   4,      0
22044,  3573,   4,      0
22045,  3982,   4,      0
22046,  3982,   4,      0
22047,  3616,   4,      0
22048,  3595,   4,      0
22049,  3993,   4,      0
22050,  3982,   4,      0
22051,  3616,   4,      0
22052,  3541,   4,      0
22053,  3982,   4,      0
22054,  3950,   4,      0
22055,  3563,   4,      0
22056,  3541,   4,      0
22057,  3896,   4,      0
22058,  3896,   4,      0
22059,  3649,   4,      0
22060,  3563,   4,      0
22061,  3982,   4,      0
22062,  3972,   4,      0
22063,  3584,   4,      0
22064,  3552,   4,      0
22065,  3982,   4,      0
22066,  3907,   4,      0
22067,  3832,   4,      0
22068,  3541,   4,      0
22069,  4133,   4,      0
22070,  4058,   4,      0
22071,  3713,   4,      0
22072,  3713,   4,      0
22073,  3982,   4,      0
22074,  3972,   4,      0
22075,  3584,   4,      0
22076,  3799,   4,      0
22077,  3929,   4,      0
22078,  4036,   4,      0
22079,  3616,   4,      0
22080,  3563,   4,      0
22081,  4144,   4,      0
22082,  3993,   4,      0
22083,  3616,   4,      0
22084,  3713,   4,      0
22085,  4069,   4,      0
22086,  3982,   4,      0
22087,  3649,   4,      0
22088,  3692,   4,      0
22089,  4026,   4,      0
22090,  3961,   4,      0
22091,  3649,   4,      0
22092,  3573,   4,      0
22093,  4112,   4,      0
22094,  4015,   4,      0
22095,  3670,   4,      0
22096,  3756,   4,      0
22097,  3896,   4,      0
22098,  3896,   4,      0
22099,  3638,   4,      0
22100,  3573,   4,      0
22101,  3961,   4,      0
22102,  3896,   4,      0
22103,  3713,   4,      0
22104,  3573,   4,      0
22105,  3670,   4,      0
22106,  3972,   4,      0
22107,  3713,   4,      0
22108,  3595,   4,      0
22109,  3929,   4,      0
22110,  4004,   4,      0
22111,  3638,   4,      0
22112,  3563,   4,      0
22113,  3584,   4,      0
22114,  3896,   4,      0
22115,  3638,   4,      0
22116,  3724,   4,      0
22117,  3595,   4,      0
22118,  3961,   4,      0
22119,  4090,   4,      0
22120,  3649,   4,      0
22121,  3616,   4,      0
22122,  3896,   4,      0
22123,  3929,   4,      0
22124,  3584,   4,      0
22125,  3552,   4,      0
22126,  4112,   4,      0
22127,  4058,   4,      0
22128,  3713,   4,      0
22129,  3638,   4,      0
22130,  3896,   4,      0
22131,  3972,   4,      0
22132,  3649,   4,      0
22133,  3595,   4,      0
22134,  3907,   4,      0
22135,  3982,   4,      0
22136,  3530,   4,      0
22137,  3584,   4,      0
22138,  3950,   4,      0
22139,  4165,   4,      0
22140,  3573,   4,      0
22141,  3584,   4,      0
22142,  3896,   0,      0
22143,  3993,   0,      0
22144,  3616,   0,      0
22145,  3573,   0,      0
22146,  3972,   0,      0
22147,  3993,   0,      0
22148,  3595,   0,      0
22149,  3660,   0,      0
22150,  3972,   0,      0
22151,  4015,   0,      0
22152,  3197,   0,      0
22153,  4079,   0,      0
22154,  4079,   0,      0
22155,  3746,   0,      0
22156,  3713,   0,      0
22157,  4026,   0,      0
22158,  4101,   0,      0
22159,  3735,   0,      0
22160,  3821,   0,      0
22161,  4047,   0,      0
22162,  4079,   0,      0
22163,  4058,   0,      0
22164,  3756,   0,      0
22165,  3821,   0,      0
22166,  3713,   0,      0
22167,  4079,   0,      0
22168,  4144,   0,      0
22169,  4101,   0,      0
22170,  3746,   0,      0
22171,  3875,   0,      0
22172,  3799,   0,      0
22173,  4036,   0,      0
22174,  4036,   0,      0
22175,  4112,   0,      0
22176,  4079,   0,      0
22177,  3746,   0,      0
22178,  3724,   0,      0
22179,  3713,   0,      0
22180,  3961,   0,      0
22181,  4047,   0,      0
22182,  4047,   0,      0
22183,  4004,   0,      0
22184,  4090,   0,      0
22185,  4209,   0,      0
22186,  4112,   0,      0
22187,  3886,   0,      0
22188,  3724,   0,      0
22189,  3810,   0,      0
22190,  3756,   0,      0
22191,  3713,   0,      0
22192,  3713,   0,      0
22193,  3756,   0,      0
22194,  3724,   0,      0
22195,  3713,   0,      0
22196,  3713,   0,      0
22197,  3713,   0,      0
22198,  4079,   0,      0
22199,  4079,   0,      0
22200,  4144,   0,      0
22201,  4209,   0,      0
22202,  4112,   0,      0
22203,  4305,   0,      0
22204,  4069,   0,      0
22205,  4026,   0,      0
22206,  4079,   0,      0
22207,  4047,   0,      0
22208,  4026,   0,      0
22209,  4112,   0,      0
22210,  4058,   0,      0
22211,  4047,   0,      0
22212,  4112,   0,      0
22213,  4004,   0,      0
22214,  4047,   0,      0
22215,  4079,   0,      0
22216,  4047,   0,      0
22217,  4047,   0,      0
22218,  4036,   0,      0
22219,  4047,   0,      0
22220,  4144,   0,      0
22221,  3993,   0,      0
22222,  4047,   0,      0
22223,  4079,   0,      0
22224,  4004,   0,      0
22225,  4079,   0,      0
22226,  4047,   0,      0
22227,  4015,   0,      0
22228,  4079,   0,      0
22229,  4026,   0,      0
22230,  4047,   0,      0
22231,  4026,   0,      0
22232,  4090,   0,      0
22233,  4047,   0,      0
22234,  4284,   0,      0
22235,  3993,   0,      0
22236,  4047,   0,      0
22237,  4112,   0,      0
22238,  4144,   0,      0
22239,  4079,   0,      0
22240,  4144,   0,      0
22241,  4305,   0,      0
22242,  4112,   0,      0
22243,  4058,   0,      0
22244,  4122,   0,      0
22245,  4047,   0,      0
22246,  4047,   0,      0
22247,  4047,   0,      0
22248,  4209,   0,      0
22249,  4079,   0,      0
22250,  4079,   0,      0
22251,  4133,   0,      0
22252,  4026,   0,      0
22253,  4079,   0,      0
22254,  4144,   0,      0
22255,  4284,   0,      0
22256,  4026,   0,      0
22257,  4047,   0,      0
22258,  4144,   0,      0
22259,  4047,   0,      0
22260,  4004,   0,      0
22261,  4079,   0,      0
22262,  4026,   0,      0
22263,  4069,   0,      0
22264,  4101,   0,      0
22265,  4058,   0,      0
22266,  4079,   0,      0
22267,  4079,   0,      0
22268,  4090,   0,      0
22269,  4284,   0,      0
22270,  4144,   0,      0
22271,  4026,   0,      0
22272,  4133,   0,      0
22273,  4015,   0,      0
22274,  4047,   0,      0
22275,  4058,   0,      0
22276,  4026,   0,      0
22277,  4047,   0,      0
22278,  4165,   0,      0
22279,  4295,   0,      0
22280,  4047,   0,      0
22281,  4112,   0,      0
22282,  4058,   0,      0
22283,  4079,   0,      0
22284,  4090,   0,      0
22285,  4079,   0,      0
22286,  4047,   0,      0
22287,  4101,   0,      0
22288,  4047,   0,      0
22289,  4026,   0,      0
22290,  4047,   0,      0
22291,  4047,   0,      0
22292,  4047,   0,      0
22293,  4058,   0,      0
22294,  4047,   0,      0
22295,  4026,   0,      0
22296,  4209,   0,      0
22297,  4036,   0,      0
22298,  4284,   0,      0
22299,  4112,   0,      0
22300,  4015,   0,      0
22301,  4026,   0,      0
22302,  4165,   0,      0
22303,  4165,   0,      0
22304,  4047,   0,      0
22305,  4047,   0,      0
22306,  4112,   0,      0
22307,  4047,   0,      0
22308,  4058,   0,      0
22309,  4026,   0,      0
22310,  4144,   0,      0
22311,  4079,   0,      0
22312,  4058,   0,      0
22313,  4079,   0,      0
22314,  4069,   0,      0
22315,  4036,   0,      0
22316,  4079,   0,      0
22317,  4144,   0,      0
22318,  4305,   0,      0
22319,  4112,   0,      0
22320,  4036,   0,      0
22321,  4047,   0,      0
22322,  4047,   0,      0
22323,  4252,   0,      0
22324,  4036,   0,      0
22325,  4262,   0,      0
22326,  4079,   0,      0
22327,  4058,   0,      0
22328,  4079,   0,      0
22329,  4079,   0,      0
22330,  4209,   0,      0
22331,  4026,   0,      0
22332,  4036,   0,      0
22333,  4144,   0,      0
22334,  4079,   0,      0
22335,  4176,   0,      0
22336,  4047,   0,      0
22337,  4026,   0,      0
22338,  4144,   0,      0
22339,  4165,   0,      0
22340,  4133,   0,      0
22341,  4144,   0,      0
22342,  4015,   0,      0
22343,  4058,   0,      0
22344,  4058,   0,      0
22345,  4058,   0,      0
22346,  4047,   0,      0
22347,  4144,   0,      0
22348,  4079,   0,      0
22349,  4262,   0,      0
22350,  4090,   0,      0
22351,  4090,   0,      0
22352,  4047,   0,      0
22353,  4047,   0,      0
